unique_id,claim,gold_label,company,justification
497,SHEIN aims to repurpose 1 million yards of fabrics from excess inventory through its partnership with Queen of Raw.,not_greenwashing,SHEIN,"The article states that 'diverting 1 million yards of fabrics from excess inventory *would set SHEIN on the trajectory* to become one of the global leaders in repurposing deadstock materials'. This indicates a goal or a benchmark for their trajectory in repurposing materials, making the claim about aiming to divert this amount accurate and supported by the article. Repurposing excess fabric is a form of waste recycling/diversion, aligning with the intent of waste-related KPIs like ESG 12-2 (% of waste recycled)."
498,Lufthansa Group commits to replacing at least 5% of its conventional jet fuel demand with sustainable aviation fuels by 2030.,not_greenwashing,Lufthansa Group,"The article explicitly states that members of the First Movers Coalition aviation sector, which includes Lufthansa Group, commit to replacing at least 5% of conventional jet fuel demand with Sustainable Aviation Fuels (SAF) by 2030. This is a direct and accurate statement of their commitment."
499,Lufthansa Group's use of sustainable aviation fuels reduces life-cycle GHG emissions by 85% or more.,greenwashing,Lufthansa Group,"The article states that Sustainable Aviation Fuel (SAF) *itself* reduces life-cycle GHG emissions by 85% or more when compared with conventional jet fuel. However, Lufthansa Group has only committed to replacing *at least 5%* of its conventional jet fuel demand with SAF by 2030. Presenting the 85% reduction potential of SAF as Lufthansa's overall achievement or current total reduction is misleading, as it does not reflect the actual proportion of SAF used across their entire operations or the total impact on Lufthansa's overall emissions."
500,Keurig Dr Pepper reduced its total waste generated by approximately 57 million pounds in 2021.,greenwashing,Keurig Dr Pepper Inc.,"The article states KDP eliminated the use of 57 million pounds of *virgin plastic* by incorporating recycled content, which refers to a reduction in input material. It does not state that the company's *total waste generated* (ESG 12) was reduced by this amount, nor does it provide data on total waste generated to support this claim."
501,"In 2021, Keurig Dr Pepper obtained 61% of its electricity from renewable sources.",not_greenwashing,Keurig Dr Pepper Inc.,"The article explicitly states that '61% of the Company’s electricity was obtained from renewable sources' in 2021, directly aligning with the definition of ESG 10-1 (% of energy from renewable sources)."
502,"SHEIN's new evoluSHEIN by Design collections, which incorporate at least 30% preferred materials like recycled polyester, significantly reduce the company's total waste generated.",greenwashing,SHEIN,"The article states that 'garments must consist of at least 30% preferred materials' for the specific 'evoluSHEIN by Design' standard, not for all SHEIN products. While using recycled materials (like recycled polyester) contributes to circularity, the article provides no numerical data or evidence to support a claim that this initiative significantly reduces SHEIN's 'total waste generated' (ESG 12) from its overall operations. The claim exaggerates the scope and impact without supporting data on the company's actual waste generation or reduction."
503,Nestlé UK has achieved a 25% reduction in its fertilizer-related carbon footprint for wheat production.,greenwashing,Nestle,"The article states that the 25% figure refers to the *potential* amount of low-carbon fertilizer that *could be produced* if the pilot is successful, equating to 25% of Nestlé UK’s total fertilizer use for wheat. This is a future projection from an ongoing pilot, not a current, achieved reduction in carbon footprint (ESG 2-1)."
504,Nestlé UK is conducting a two-year pilot project that could potentially replace 25% of its total fertilizer use for wheat with a low-carbon alternative.,not_greenwashing,Nestle,"The article explicitly states that the project is a 'two-year trial' and that 'up to 7,000 tonnes of low-carbon fertilizer *could be produced*,' which 'equates to around 25% of Nestlé UK’s total fertilizer use for wheat.' This accurately reflects the pilot's potential (ESG 2-1)."
505,"Nestlé currently diverts 7,000 tonnes of cocoa shells from waste streams annually.",greenwashing,Shell,"The article states that 'up to 7,000 tonnes of low-carbon fertilizer *could be produced* if successful' from cocoa shells, indicating a future potential from a pilot, not a current annual diversion of waste (ESG 12)."
506,"Nestlé is piloting a project that could potentially repurpose up to 7,000 tonnes of cocoa shells annually.",not_greenwashing,Shell,"The article states that 'up to 7,000 tonnes of low-carbon fertilizer *could be produced*' from cocoa shells 'if successful' as part of a 'two-year trial,' accurately reflecting the potential from a pilot project (ESG 12)."
507,"Lufthansa Group has secured 40,000 tons of CO2 removal, significantly reducing its current environmental footprint.",greenwashing,Lufthansa Group,"While Lufthansa Group has pre-purchased 40,000 tons of carbon removal credits, the article states these credits are 'to be delivered over four years' and 'will be available from 2026,' meaning they do not impact the *current* environmental footprint. The claim exaggerates the immediate impact."
508,Lufthansa Group has set a target to achieve a neutral CO2 balance by 2050.,not_greenwashing,Lufthansa Group,"The article explicitly states, 'Lufthansa has set a target to achieve a neutral CO2 balance by 2050.' This is a factual statement of a target."
509,Lufthansa Group has an ambition to halve its net CO2 emissions by 2030 compared to 2019 levels.,not_greenwashing,Lufthansa Group,"The article explicitly states, 'Lufthansa has set... an ambition to halve its net CO2 emissions by 2030, compared to 2019.' This is a factual statement of an ambition."
510,"In 2022, Airbus made an initial purchase of 400,000 tons of carbon removals.",not_greenwashing,Airbus,"The article explicitly states, 'In 2022, Airbus partnered with Direct Air Carbon Capture (DAC) company 1PointFive with an initial carbon credit purchase of 400,000 tons of carbon removals.' This is a factual statement of a past action."
511,95% of Nestlé's total GHG emissions are attributed to its value chain.,not_greenwashing,Nestlé,"The article explicitly states, '95% of Nestlé’s GHG emissions come from the company’s value chain,' making this a factual statement about the company's emissions breakdown."
512,Only 5% of Nestlé's total GHG emissions originate from its direct operations.,not_greenwashing,Nestlé,"The article explicitly states, 'only around 5% from its direct operations,' providing a factual breakdown of the company's emissions sources."
513,Approximately two-thirds of Nestlé's total GHG emissions are due to sourcing ingredients.,not_greenwashing,Nestlé,"The article explicitly states that Nestlé's value chain emissions include 'around two-thirds from sourcing ingredients,' which is a factual breakdown of their emissions."
514,Nestlé has committed to a 20% reduction in GHG emissions by 2025.,not_greenwashing,Nestlé,"The article explicitly states that Nestlé's climate goals 'include targets to achieve a 20% emissions reduction by 2025,' which is a factual statement about their stated commitment."
515,Nestlé aims for a 50% reduction in GHG emissions by 2030.,not_greenwashing,Nestlé,"The article explicitly states that Nestlé's climate goals 'also include targets to achieve... 50% by 2030,' which is a factual statement about their stated commitment."
516,Nestlé is set to reduce fertilizer use for its UK wheat production by 25% through low-carbon alternatives.,greenwashing,Nestlé,"The article states that 'up to 7,000 tonnes of low-carbon fertilizer, roughly 25% the total used for the company’s UK wheat production, *could be produced*' as part of a 'new pilot project' and 'two-year trial.' The claim presents a potential future outcome from a trial as a definite current or imminent reduction, which is an exaggeration not supported by the article's cautious language."
517,Nestlé is on track to achieve net zero greenhouse gas emissions by 2050.,greenwashing,Nestlé,"The article states Nestlé 'announced a commitment in 2019 to achieve net zero greenhouse gas (GHG) emissions by 2050' and published a 'time bound plan' in 2020. However, the article provides no data or evidence of actual progress or performance to support the assertion that the company is 'on track' to meet this long-term goal."
518,Lufthansa Group aims to halve its net CO2 emissions by 2030 compared to 2019.,not_greenwashing,Lufthansa Group,"The article explicitly states, 'Lufthansa has set a target to achieve... an ambition to halve its net CO2 emissions by 2030, compared to 2019.' This is a direct, numerical target related to GHG emissions (ESG 2-1)."
519,Lufthansa Group targets a neutral CO2 balance by 2050.,not_greenwashing,Lufthansa Group,"The article explicitly states, 'Lufthansa has set a target to achieve a neutral CO2 balance by 2050.' This is a direct, numerical target related to GHG emissions (ESG 2-1)."
520,"Lufthansa Group will consume 60,000 metric tonnes of renewable energy annually starting in 2026.",not_greenwashing,Lufthansa Group,"The article states that HCS Group will 'supply Lufthansa with SAF produced... with initial production volume estimated at 60,000 metric tons per year'. Sustainable Aviation Fuel (SAF) is a renewable energy source, and this volume directly contributes to Lufthansa's renewable energy consumption (related to ESG 10-1)."
521,Lufthansa Group is making a substantial $250 million investment to achieve its CO2 reduction targets.,greenwashing,Lufthansa Group,"The article states Lufthansa expects to invest 'up to $250 million in SAF procurement over the coming years'. The term 'substantial' is subjective and not quantified by the article. Furthermore, the article does not quantify how much of the CO2 reduction targets this specific investment will achieve, making the claim an exaggeration of certainty and impact. The 'up to' also indicates the actual investment might be less."
522,Shell provides 100% renewable electricity to 1.4 million UK households.,not_greenwashing,Shell,"The regulator did not uphold challenges to Shell’s claim about providing renewable electricity to homes, as Shell had substantiated the claims."
523,The carbon footprint of Allbirds' M0.0NSHOT shoe is 14 kg CO2e lower than the industry average.,not_greenwashing,Allbirds,"The article states that the M0.0NSHOT shoe has a carbon footprint of 0 kg CO2e, compared to an industry average of 14 kg CO2e, directly implying a 14 kg CO2e reduction."
524,Shell has been ordered by a Dutch court to reduce its total GHG emissions by 45% by 2030.,not_greenwashing,Shell,"The article explicitly states, 'In 2021, a case filed in a Dutch court resulted in an order for the company to slash emissions by 45% by 2030.'"
525,Shell committed in 2020 to achieve net zero in its operations by 2050.,not_greenwashing,Shell,"The article states, 'In 2020, Shell announced a commitment to achieve net zero in its operations by 2050.'"
526,"Shell has a comprehensive strategy to achieve net-zero emissions across Scope 1, 2, and 3 by 2050, including robust plans for all emission categories.",greenwashing,Shell,"While Shell has a stated target to be a net-zero energy business by 2050 across Scope 1, 2, and 3 emissions, the article explicitly states that Shell 'does not plan to set interim Scope 3 emissions targets' and that a Dutch court judge found Shell's energy transition plan 'not concrete and is full of conditions.' This contradicts the claim of a 'comprehensive' strategy with 'robust plans for all emission categories.'"
527,Shell committed to achieving net zero in its operations by 2050.,not_greenwashing,Shell,"The article explicitly states, 'In 2020, Shell announced a commitment to achieve net zero in its operations by 2050.' This is a factual report of their stated commitment."
528,"Shell's 'Powering Progress' strategy aims to achieve a net-zero energy business by 2050 across Scope 1, 2, and 3 emissions.",not_greenwashing,Shell,"The article states, 'in 2021, the company launched its “Powering Progress” strategy, detailing how it will achieve its target to be a net-zero energy business by 2050 across Scope 1, 2 and 3 emissions.' This is a factual report of their announced strategy and target."
529,Shell's 'Powering Progress' strategy will achieve net-zero emissions by 2050.,greenwashing,Shell,"While Shell launched its 'Powering Progress' strategy in 2021 with a target of net-zero by 2050, ClientEarth cites analyst research suggesting these plans would only achieve a 5% net emissions reduction by 2030, indicating the strategy's projected outcome is significantly less than the stated long-term target."
530,A Dutch court ordered Shell to slash its emissions by 45% by 2030.,not_greenwashing,Shell,"The article explicitly states, 'In 2021, a case filed in a Dutch court resulted in an order for the company to slash emissions by 45% by 2030.' This is a factual report of a court ruling."
531,Analyst research suggests Shell's current plans would only achieve a 5% net emissions reduction by 2030.,not_greenwashing,Shell,"The article states, 'ClientEarth... citing analyst research suggesting that the plans would only achieve a 5% net emissions reduction by 2030.' This is a factual report of the analyst's projection as cited by ClientEarth."
532,Shell claims to allocate 12% of its annual expenditure to 'Renewables and Energy Solutions'.,greenwashing,Shell,"Global Witness accuses Shell of greenwashing because a significant portion of this 12% expenditure, categorized as 'Renewables and Energy Solutions', actually goes to gas-related investments, not purely renewable sources like solar and wind, thereby inflating the perceived investment in renewables (related to ESG 10-3)."
533,Shell actually spends 1.5% of its overall expenditure on solar and wind power generation.,not_greenwashing,Shell,"Global Witness explicitly states this figure as the reality of Shell's spending on actual solar and wind power generation, directly contrasting it with Shell's broader, misleading claim about 'Renewables and Energy Solutions' (related to ESG 10-3)."
534,Only $288 million of Shell's 2021 capital expenditures was directed towards wind and solar power generation.,not_greenwashing,Shell,"Global Witness provides this estimate, directly contrasting it with Shell's $2.4 billion figure for 'Renewables and Energy Solutions', indicating this is the accurate amount spent on actual renewable energy generation (related to ESG 10-3)."
535,Amazon's $2 billion Climate Pledge Fund is primarily dedicated to investments in renewable energy generation projects.,greenwashing,Amazon,"The article states the $2 billion Climate Pledge Fund is for 'back[ing] visionary companies developing products and services that facilitate the transition to a zero carbon economy,' which is a broader scope than solely 'renewable energy generation projects.' The term 'primarily' is an exaggeration not supported by the article's general description of 'climate tech companies' and 'products and services.'"
536,"Amazon's SCA5 facility has achieved Zero Carbon Certification, making it the first logistics facility in the world to do so.",greenwashing,Amazon,"The article states the facility is 'on track to become' the first and 'expects to receive certification by 2023' after a 12-month performance period, indicating it has not yet achieved the certification. This claim misrepresents a future expectation as a current achievement. (Related to ESG 2-1 / ESG 13)"
537,Amazon expects its SCA5 facility to receive Zero Carbon Certification by 2023.,not_greenwashing,Amazon,"The article explicitly states that Amazon 'expects to receive certification by 2023, after one full year of operations in facility.' (Related to ESG 2-1 / ESG 13)"
538,Amazon's SCA5 fulfillment center is powered with 100% renewable energy.,not_greenwashing,Amazon,The article explicitly states that the 'SCA5' facility 'is powered with 100% renewable energy.' (Related to ESG 10-1)
539,Amazon powers 100% of its company activities with renewable energy.,greenwashing,Amazon,"The article states Amazon is 'on track to power 100% of company activities with renewables by 2025,' indicating this is a future goal, not a current achievement. (Related to ESG 10-1)"
540,Amazon is on track to power 100% of its company activities with renewables by 2025.,not_greenwashing,Amazon,The article explicitly states Amazon 'is on track to power 100% of company activities with renewables by 2025.' (Related to ESG 10-1)
541,Amazon has emerged as the largest corporate purchaser of renewable energy.,not_greenwashing,Amazon,The article explicitly states that Amazon 'has already emerged as the largest corporate purchaser of renewable energy.' (Related to ESG 10-1)
542,Amazon is committed to being net-zero carbon across its operations by 2040.,not_greenwashing,Amazon,The article states Amazon's 'Climate Pledge commitment to be net-zero carbon across our operations by 2040.' (Related to ESG 2-1)
543,Amazon has set a target to achieve net zero GHG emissions across its operations by 2040.,not_greenwashing,Amazon,"The article explicitly states, 'Fleet decarbonization forms part of Amazon’s strategy to achieve net zero emissions across its operations by 2040.' This is a factual statement of their target."
544,Amazon is making excellent progress towards its goal of achieving net zero GHG emissions by 2040.,greenwashing,Amazon,"The article states Amazon's *strategy* and *target* for net zero emissions by 2040, but provides no numerical data or evidence of 'excellent progress' towards this goal. The acquisition of 20 trucks is an action, but its overall impact on the target is not quantified in the article."
545,Amazon will add 20 heavy-duty electric trucks to its fleet in Germany by year end.,not_greenwashing,Amazon,"The article explicitly states, 'Amazon announced today an agreement with Volvo Trucks for 20 heavy-duty electric trucks, to be delivered to Amazon in Germany by year end.' This is a factual numerical claim."
546,"Amazon has replaced 20 diesel trucks with electric models, significantly reducing its total energy consumption.",greenwashing,Amazon,"The article states Amazon is replacing 20 diesel trucks with electric ones, which will reduce emissions and energy consumption. However, it provides no numerical data on Amazon's total energy consumption or fleet size to support the claim that this replacement 'significantly' reduces total energy consumption. The term 'significantly' exaggerates the impact of 20 trucks without supporting data from the article."
547,Amazon achieved 85% renewable energy across its business by the end of 2021.,not_greenwashing,Amazon,"The article explicitly states, 'Amazon reached 85% renewable energy across its business by the end of 2021.' This directly aligns with ESG KPI 10-1 (% of energy from renewable sources)."
548,Amazon is projected to achieve 100% renewable energy across its business by 2025.,not_greenwashing,Amazon,"The article states, 'the company is on track to reach 100% renewable energy across its business by 2025, well ahead of its stated 2030 goal.' This is a stated target and trajectory, aligning with ESG KPI 10-1 (% of energy from renewable sources)."
549,"Amazon's total energy consumption is 50,000 GWh, all from clean energy sources.",greenwashing,Amazon,"The article states Amazon's global renewable energy portfolio *will generate* 50,000 GWh of clean energy once fully operational, not that this is Amazon's current *total energy consumption* (ESG KPI 1-1). Furthermore, the article explicitly states Amazon reached 85% renewable energy across its business by the end of 2021, not 100% currently (ESG KPI 10-1)."
550,Amazon currently powers 100% of its company activities with renewable energy.,greenwashing,Amazon,"The article clearly states that powering 100% of company activities with renewable energy is a *goal by 2025*, not a current achievement. This claim misrepresents a future target as a present fact."
551,Amazon has a goal to reach net zero emissions across its operations by 2040.,not_greenwashing,Amazon,"The article explicitly states, 'aimed at achieving its goal to reach net zero emissions across its operations by 2040.' This is an accurate representation of a stated future goal related to ESG 2-1 (GHG emissions, total)."
552,"Amazon has secured a supply of nearly 11,000 tons per year of green hydrogen starting in 2025.",not_greenwashing,Amazon,"The article explicitly states, 'Amazon announced an agreement... for the supply of nearly 11,000 tons per year of green hydrogen starting in 2025.' This is an accurate numerical claim about a secured energy supply, related to ESG 1-1 (Energy consumption, total) as a component of energy."
553,"Amazon's total energy consumption will be nearly 11,000 tons per year starting in 2025, sourced from green hydrogen.",greenwashing,Amazon,"The article states Amazon will receive 'nearly 11,000 tons per year of green hydrogen,' but this is a *supply* of one type of energy, not Amazon's *total* energy consumption. The article does not provide Amazon's total energy consumption, making this claim an exaggeration by implying the green hydrogen supply constitutes the company's entire energy consumption. This relates to ESG 1-1 (Energy consumption, total)."
554,"Starbucks has installed EV charging stations at one store in Provo, Utah.",not_greenwashing,Starbucks,"The article explicitly states, 'Starbucks announced that it has installed electric vehicle charging stations at a Provo, Utah store,' confirming the installation at a single location."
555,Starbucks aims to lead the retail industry in decarbonization solutions by 2030.,not_greenwashing,Starbucks,The article explicitly states that the pilot program 'forms part of the company’s planned initiatives aimed at supporting its aspiration 'to lead the retail industry in decarbonization solutions' by 2030'.
556,Amazon aims to achieve net zero emissions across its operations by 2040.,not_greenwashing,Amazon,"The article explicitly states that Amazon's strategy is 'to achieve net zero emissions across its operations by 2040'. This is a stated goal, not a misrepresentation."
557,Amazon plans to operate electric vehicles in more than 100 cities by the end of the year.,not_greenwashing,Amazon,"The article explicitly states, 'Amazon and Rivian plan to have the custom EVs operating in more than 100 cities by the end of the year.' This is a stated plan."
558,"Amazon has achieved 0 total GHG emissions across its operations, 10 years ahead of the Paris Accord's 2050 target.",greenwashing,Amazon,"The article states Amazon's *goal* is to achieve net zero emissions by 2040, which is '10 years ahead of the Paris Accord’s 2050 target'. It does not state that net zero emissions have been *achieved* currently, but rather that it is a future target."
559,Amazon aims to power 100% of its company activities with renewable energy by 2025.,not_greenwashing,Amazon,"The article explicitly states that Amazon aims for 'powering 100% of company activities with renewable energy by 2025', which is a stated future goal."
560,Amazon's operational renewable energy portfolio is expected to avoid 17.3 million metric tons of carbon emissions annually.,not_greenwashing,Amazon,"The article states, 'its portfolio of projects is expected to produce enough renewable energy to... avoid 17.3 million metric tons of carbon emissions annually.' This is an accurate representation of an expected future impact."
561,Amazon reduced its carbon emissions by 17.3 million metric tons annually.,greenwashing,Amazon,"The article states that Amazon's operational portfolio is *expected to avoid* 17.3 million metric tons of carbon emissions annually, not that it has *already reduced* its emissions by that amount. This misrepresents a future projection as a current reduction."
562,Amazon's global renewable energy generation capacity totals 17.7 GW across 310 projects.,not_greenwashing,Amazon,"The article states, 'with a renewables portfolio of 17.7 GW across 310 projects and 19 countries.' This is a factual statement about the company's total renewable energy capacity."
563,Amazon increased its renewable energy portfolio by nearly 30% with 3.5 GW of new clean energy capacity.,not_greenwashing,Amazon,"The article states, 'Amazon has increased its renewable energy portfolio by nearly 30%, with the announcement of 37 new wind and solar energy projects around the world totaling 3.5 GW of clean energy capacity.' This is a factual statement about the increase in capacity."
564,Amazon's total energy consumption from renewable sources increased by nearly 30%.,greenwashing,Amazon,The article states Amazon increased its *renewable energy portfolio* (capacity) by nearly 30%. It does not state that the *actual energy consumption from renewable sources* increased by 30%. This misrepresents an increase in capacity as an increase in actual consumption.
565,Starbucks aims to reduce its total operational and supply chain greenhouse gas emissions by 50% by 2030.,not_greenwashing,Starbucks,"The article explicitly states Starbucks' 2030 target to reduce operational and supply chain emissions by 50%. This relates to KPI ESG 2-1 (GHG emissions, total)."
566,Starbucks targets a 50% reduction in waste sent to landfill from its stores and manufacturing by 2030.,not_greenwashing,Starbucks,The article explicitly states Starbucks' 2030 target for a 50% reduction in waste sent to landfill from stores and manufacturing. This relates to KPI ESG 12 (Waste generated (total)).
567,Starbucks has achieved 100% reusable cup usage across its global operations.,greenwashing,Starbucks,"The article states Starbucks opened its *first* 100% reusable cup store, not that all its global operations have achieved this. This exaggerates the company's overall waste reduction performance, relating to KPI ESG 12 (Waste generated (total))."
568,"By 2025, Starbucks will ensure 100% of customer beverage purchases globally are made in reusable cups.",greenwashing,Starbucks,"The article states a 2025 goal for customers globally to *have access to a reusable cup option for every visit*, not that 100% of purchases will actually *be made* in reusable cups. This misrepresents the scope and outcome of the goal, relating to KPI ESG 12 (Waste generated (total))."
569,Starbucks has set a target to achieve a 50% reduction in waste sent to landfill from its stores and manufacturing by 2030.,not_greenwashing,Starbucks,"The article explicitly states that 'In 2020, the company announced a series of sustainability targets, including... a target for a 50% reduction in waste sent to landfill from stores and manufacturing by 2030.' This claim accurately reflects a stated future target, not a current achievement."
570,Starbucks has reduced waste sent to landfill from its stores and manufacturing by 50%.,greenwashing,Starbucks,"The article states that a 50% reduction in waste sent to landfill by 2030 is a *target* announced in 2020, not an achievement that has already occurred. Presenting a future target as a current accomplishment misrepresents ESG performance."
571,Interface reduced the GHG emissions intensity of its carpet tile portfolio in Europe by a third.,not_greenwashing,Interface,"The article explicitly states that 'changing our backing from bitumen to our CQuestBio™ bio-composite reduced the overall footprint of our carpet tile portfolio in Europe by a third,' directly supporting a reduction in product-related emissions intensity."
572,Nestlé UK is set to achieve a 25% reduction in its total greenhouse gas emissions by adopting low carbon fertiliser.,greenwashing,Nestlé UK,"The article states that the potential 7,000 tonnes of low carbon fertiliser 'equates to around 25% of Nestlé UK’s total fertiliser use for wheat.' However, it does not state that this replacement will result in a 25% reduction in *total* GHG emissions for Nestlé UK (ESG 2-1), nor does it quantify the actual GHG reduction from the low carbon fertiliser itself. The claim exaggerates the impact and scope, as the trial is still assessing GHG emissions reduction."
573,Shell has taken out over 55 KTonnes of Scope 1 and 2 GHG emissions from its global lubricants operations.,not_greenwashing,Shell,The article explicitly states that Shell has 'taking out over 55 KTonnes carbon dioxide equivalent (CO2e) of Scope 1 and 2 GHG emissions from the global lubricants operations'.
574,Shell has reduced its production step carbon intensity by more than 45% since 2016.,not_greenwashing,Shell,The article explicitly states that Shell has been 'reducing production step carbon intensity by more than 45% since 2016'.
575,Over 50% of the electricity imported to Shell Global Lube Oil Blending Plants (LOBPs) now comes directly from renewable sources.,not_greenwashing,Shell,The article explicitly states that 'over 50% of the electricity imported to Shell Global Lube Oil Blending Plants (LOBPs) now comes directly from renewable sources'.
576,Etihad's new sustainable aviation fuel initiative reduces lifecycle emissions by 90%.,greenwashing,Etihad Airways,"The article states that the *SAF formula itself* reduces lifecycle emissions by 90% compared to traditional fossil-based fuels. However, Etihad has only 'partnered with Twelve... to promote' this SAF. The article does not state that Etihad is currently using this SAF in its operations to achieve a 90% reduction in its own lifecycle emissions, making the claim misleading as an operational achievement."
577,Etihad has set a goal to achieve net-zero emissions by 2050.,not_greenwashing,Etihad Airways,"The article explicitly states, 'Etihad's sustainability goals of achieving net-zero emissions by 2050'. This is a direct quote of a stated future goal."
578,Etihad aims to divert 75% of waste from landfills by 2025.,not_greenwashing,Etihad Airways,"The article explicitly states, 'with a target of diverting 75% of waste from landfills by 2025.' This is a direct quote of a stated future target."
579,Amazon plans to invest over €1 billion to electrify its European transportation fleet over the next five years.,not_greenwashing,Amazon,"The article explicitly states, 'Amazon has announced plans to invest more than €1bn to further electrify its transportation fleet across Europe over the next five years.' This is a factual statement about a planned investment related to reducing fossil fuel consumption and GHG emissions (ESG 1-1, ESG 2-1)."
580,"Amazon currently operates more than 3,000 electric vans for package delivery across Europe.",not_greenwashing,Amazon,"The article explicitly states, 'The company currently has more than 3,000 electric vans delivering packages to customers across Europe.' This is a factual statement about the current fleet size, which impacts energy consumption and GHG/NOx/SOx emissions (ESG 1-1, ESG 2-1, ESG 11)."
581,"Amazon expects to increase its electric van fleet to over 10,000 by 2025.",not_greenwashing,Amazon,"The article explicitly states, 'it expects to grow its fleet to more than 10,000 by 2025.' This is a factual statement about a future expectation for fleet expansion, which will impact energy consumption and GHG/NOx/SOx emissions (ESG 1-1, ESG 2-1, ESG 11)."
582,"Amazon's global renewable energy portfolio is projected to generate 50,000 GWh of clean energy annually once fully operational.",not_greenwashing,Amazon,"The article explicitly states that 'once it is fully operational, the global renewable energy portfolio will generate 50,000 gigawatt hours (GWh) of clean energy'."
583,Amazon currently sources 100% of its energy from renewable sources.,greenwashing,Amazon,"The article states Amazon is 'on a path to reach 100% renewable energy across our entire business by 2025,' indicating this is a future goal, not a current achievement."
584,Amazon aims to achieve 100% renewable energy across its entire business by 2025.,not_greenwashing,Amazon,"The article explicitly states, 'we are on a path to reach 100% renewable energy across our entire business by 2025.'"
585,Amazon has added 71 new renewable energy projects to its global portfolio.,not_greenwashing,Amazon,"The article explicitly states, 'Amazon is expanding its renewable energy investments with 71 new renewable energy projects around the world.'"
586,Amazon's Climate Pledge Friendly program identifies sustainable products using 39 different certifications.,not_greenwashing,Amazon,"The article explicitly states, '39 different certifications are used on the Amazon website to represent products that support the natural environment.' This is a direct, factual statement from the article without any exaggeration or misrepresentation."
587,HSBC UK has achieved a 25-tonne annual reduction in its carbon emissions through its green financing initiatives.,greenwashing,HSBC UK,"The article states that the 25-tonne annual reduction in carbon emissions is achieved by David Luke Schoolwear, a customer of HSBC UK, due to solar panel installation funded by HSBC. Attributing this reduction directly to HSBC UK's *own* emissions (ESG 2-1) is a misrepresentation, as HSBC UK facilitated the reduction for a client, rather than achieving it in its own operations."
588,Shell has abandoned its previous plan to reduce traditional fuel production by 55% before 2030.,not_greenwashing,Shell,"The article states that Shell's new strategy to 'stabilise liquids production until 2030' 'contrasts the commitments set by former CEO Ben van Beurden in 2021, who had aimed to reduce the production of 'traditional fuels' by 55% before 2030'."
589,Shell plans to stabilize its liquids production until 2030.,not_greenwashing,Shell,The article explicitly states Shell's updated strategy details its intention to 'stabilise liquids production until 2030'.
590,Shell is committed to achieving net zero carbon emissions by 2050.,greenwashing,Shell,"While Shell reiterates this commitment, the article immediately qualifies it by stating that 'if society is not net zero in 2050, as of today, there would be significant risk that Shell may not meet this target,' which a simple statement of commitment omits, making it potentially misleading."
591,Amazon's new Sacramento-area fulfilment centre is designed to have a rooftop solar array that can produce 80% of the facility’s annual energy needs.,not_greenwashing,Amazon,"The article explicitly states, 'The building is designed to have a rooftop solar array that can produce as much as 80% of the facility’s annual energy needs.' This is a direct numerical fact related to ESG 10-1 (% of energy from renewable sources)."
592,Amazon's new Sacramento-area fulfilment centre will source 100% of its energy from renewable sources.,not_greenwashing,Amazon,"The article states the rooftop solar will cover '80% of the facility’s annual energy needs' and 'The rest will come from Amazon’s other renewable energy projects,' implying 100% renewable energy for this specific facility. This is a direct numerical fact related to ESG 10-1 (% of energy from renewable sources)."
593,Amazon is on track to power 100% of its activities with renewable energy by 2025.,not_greenwashing,Amazon,The article states Amazon 'is on track to power all of its activities with renewable energy by 2025.' This is a stated company-wide target related to ESG 10-1 (% of energy from renewable sources).
594,Amazon is committed to achieving net-zero carbon across all its operations by 2040.,not_greenwashing,Amazon,"The article states Amazon's 'Climate Pledge commitment to be net-zero carbon across our operations by 2040.' This is a stated company-wide target related to ESG 2-1 (GHG emissions, total)."
595,Amazon's carbon footprint increased by 18%.,not_greenwashing,Amazon,"The article explicitly states, 'the companies latest sustainability report revealed an 18% increase in its carbon footprint.' This is a direct numerical fact related to ESG 2-1 (GHG emissions, total)."
596,"Amazon's carbon footprint increased by only 18%, which is not the correct metric to assess overall environmental progress.",greenwashing,Amazon,"The article reports an 18% increase in Amazon's carbon footprint (ESG 2-1) but also states that Amazon 'claims that this is not the correct metric to look at.' This claim misrepresents the significance of a substantial increase in total GHG emissions by dismissing the validity of the metric, thereby exaggerating positive ESG performance or downplaying negative performance."
597,Zara's new circularity initiative is a significant step towards tackling the fashion industry's contribution of 8-10% to global carbon emissions.,greenwashing,Zara,"The article states the fashion industry is responsible for 8-10% of global carbon emissions (ESG 2-1), but provides no numerical data on Zara's specific emissions or the quantifiable impact of its new platform on reducing these emissions. The claim uses a large industry figure to imply significant impact without company-specific evidence."
598,"Amazon's 71 new renewable energy projects are projected to generate up to 50,000 GWh of clean energy.",not_greenwashing,Amazon,"The article explicitly states that Amazon is expanding with '71 new renewable energy projects... generating up to 50,000 gigawatt-hours (GWh) of clean energy.' This is a direct numerical fact from the article related to renewable energy production (ESG 13-3)."
599,"Once completed, Amazon's full portfolio of 379 renewable energy projects will generate enough electricity to power 4.6 million U.S. homes annually.",not_greenwashing,Amazon,The article states that Amazon's 'complete portfolio will... generate the equivalent amount of electricity required to power 4.6 million U.S. homes each year.' This is a direct numerical fact from the article related to renewable energy production (ESG 13-3).
